SP,RP,SRP,LRP,FHP,BHP,RANK,RANKDIFF,SA,SRA,FHA,BALANCE,Player ID
0.5318888888888889,0.46811111111111114,0.3181111111111112,0.681888888888889,0.6950000000000001,0.305,143.0,0.27590325088035184,0.06377777777777777,-0.3637777777777777,0.38999999999999996,0.4362189859762676,31.0
0.506,0.49399999999999994,0.2958571428571428,0.7041428571428571,0.5841428571428572,0.41585714285714287,54.0,-0.2120334398811016,0.011999999999999972,-0.40828571428571425,0.16828571428571432,0.3311373092926491,32.0
0.5344285714285714,0.46557142857142864,0.35314285714285715,0.6468571428571428,0.63,0.37,541.7142857142857,1.9840847739444523,0.06885714285714283,-0.2937142857142857,0.25999999999999995,0.34864771151178925,33.0
0.5598571428571428,0.4401428571428571,0.40471428571428575,0.5952857142857143,0.45599999999999996,0.544,149.0,0.2870110440976128,0.11971428571428573,-0.19057142857142856,-0.08800000000000001,0.24687933425797512,34.0
0.5888,0.4112,0.292,0.7080000000000001,0.6186,0.3814,242.0,0.44922065666064553,0.17759999999999992,-0.41600000000000004,0.2372,0.4118932038834952,35.0
0.5258571428571429,0.47414285714285714,0.35807142857142854,0.6419285714285713,0.6159285714285715,0.3840714285714286,127.0,0.32490295160488186,0.051714285714285706,-0.2838571428571428,0.23185714285714282,0.285367545076283,36.0
0.5161428571428571,0.4838571428571429,0.4064285714285714,0.5935714285714285,0.6264285714285714,0.3735714285714286,198.0,0.6764108595446549,0.03228571428571427,-0.1871428571428571,0.2528571428571428,0.2709778085991679,37.0
0.5436000000000001,0.45640000000000003,0.386,0.6140000000000001,0.46620000000000006,0.5338,208.0,0.7347805213218098,0.08719999999999997,-0.22800000000000004,-0.0676,0.28907766990291267,38.0
0.5,0.5,0.25,0.75,0.483,0.517,91.0,-1.5180949326848452,0.0,-0.5,-0.034,0.23179611650485446,39.0
0.5496,0.4504,0.395,0.6050000000000001,0.6052,0.39480000000000004,64.0,-0.2200955478613716,0.09919999999999995,-0.20999999999999996,0.21039999999999998,0.3172330097087379,40.0
0.5708333333333334,0.42916666666666664,0.32966666666666666,0.6703333333333333,0.6505,0.3495,28.0,-1.049686459031157,0.14166666666666666,-0.3406666666666667,0.301,0.3944174757281554,41.0
0.5459999999999999,0.45399999999999996,0.3083333333333333,0.6916666666666668,0.5910000000000001,0.40900000000000003,46.0,-0.19469990772352105,0.09199999999999998,-0.3833333333333333,0.18199999999999997,0.34182847896440144,42.0
0.5212727272727272,0.47872727272727283,0.37909090909090915,0.620909090909091,0.6491818181818182,0.3508181818181818,16.90909090909091,-0.47559107894520153,0.042545454545454546,-0.2418181818181818,0.29836363636363633,0.29534421888790824,43.0
0.5408333333333334,0.45916666666666667,0.274,0.726,0.584,0.416,77.0,0.21915496859700676,0.08166666666666668,-0.452,0.168,0.379247572815534,44.0
0.539,0.461,0.339125,0.660875,0.6379999999999999,0.362,150.0,0.5121454094466532,0.07799999999999997,-0.32175,0.276,0.32509101941747587,45.0
0.53875,0.46125,0.34925,0.65075,0.6045,0.39549999999999996,147.0,0.3625933064126442,0.07749999999999997,-0.3015,0.20899999999999996,0.29247572815533984,46.0
0.5555,0.4445,0.3911,0.6089,0.6874,0.31260000000000004,59.0,-0.4345476201365542,0.11099999999999996,-0.2178,0.37479999999999997,0.36917475728155347,47.0
0.5466666666666667,0.4533333333333333,0.47433333333333333,0.5256666666666666,0.536,0.46399999999999997,276.0,0.8615706061581897,0.09333333333333331,-0.05133333333333337,0.07200000000000004,0.165453074433657,48.0
0.6084,0.39159999999999995,0.29840000000000005,0.7016,0.663,0.337,128.0,0.3318363644679141,0.21680000000000002,-0.4032,0.326,0.5167475728155341,49.0
0.609,0.391,0.487,0.513,0.034,0.966,181.0,0.0,0.2179999999999999,-0.026,-0.932,0.6213592233009708,50.0
0.542125,0.45787500000000003,0.41450000000000004,0.5854999999999999,0.600625,0.39937500000000004,109.0,0.2581890080681475,0.08424999999999999,-0.17099999999999996,0.20124999999999993,0.27609223300970875,51.0
0.5036666666666666,0.49633333333333335,0.38766666666666666,0.6123333333333333,0.6755,0.3245,142.0,0.3687070716310156,0.007333333333333331,-0.22466666666666668,0.351,0.341626213592233,52.0
0.6475,0.3525,0.35250000000000004,0.6475,0.7055,0.2945,244.5,1.128695117237803,0.295,-0.29499999999999993,0.41100000000000003,0.5151699029126215,53.0
0.5205,0.47950000000000004,0.38475000000000004,0.6152500000000001,0.46475000000000005,0.53525,82.0,-0.5488280007568817,0.04099999999999998,-0.2305,-0.07049999999999998,0.16626213592233016,54.0
0.49266666666666675,0.5073333333333333,0.30216666666666664,0.6978333333333334,0.6496666666666666,0.35033333333333333,91.0,-0.28781725489563975,-0.014666666666666653,-0.39566666666666667,0.2993333333333333,0.3630663430420713,55.0
0.6116666666666667,0.38833333333333336,0.38166666666666665,0.6183333333333333,0.6066666666666666,0.3933333333333333,668.0,1.1399820684101811,0.2233333333333333,-0.23666666666666666,0.21333333333333326,0.31634304207119746,56.0
0.51675,0.48324999999999996,0.396,0.604,0.6355000000000001,0.36450000000000005,183.0,0.6348910034462643,0.033500000000000016,-0.20799999999999996,0.2709999999999999,0.31644417475728154,57.0
0.45,0.55,0.4,0.6,0.625,0.375,281.0,0.0,-0.1,-0.1999999999999999,0.25,0.24150485436893207,58.0
0.434,0.566,0.521,0.479,0.565,0.435,259.0,1.3036428604096626,-0.1319999999999999,0.042,0.1299999999999999,0.09223300970873792,59.0
0.47850000000000004,0.5215000000000001,0.31100000000000005,0.6890000000000001,0.5854999999999999,0.4145,9.0,-1.4165123721334427,-0.043,-0.37799999999999995,0.1709999999999999,0.26699029126213586,60.0
0.466,0.534,0.366,0.634,0.551,0.449,88.0,0.38939981544704205,-0.068,-0.268,0.102,0.17354368932038844,61.0
0.689,0.311,0.31,0.69,0.724,0.276,288.0,0.0,0.3779999999999999,-0.3799999999999999,0.4479999999999999,0.6395631067961165,62.0
0.562,0.438,0.187,0.813,0.812,0.188,530.0,2.8838160245425866,0.124,-0.6259999999999999,0.6240000000000001,0.7415048543689322,63.0
0.484,0.516,0.303,0.697,0.818,0.182,441.0,1.9752164551661553,-0.032,-0.3939999999999999,0.6359999999999999,0.5521844660194176,64.0
